devices/device_type,devices/device_id,AIRCRAFT_MODEL,REGISTRATION,CN,devices/tracked,devices/identified,devices/aircraft_type,COUNTRY
F,DDEEA6,Duo Discus xlt,HB-2460,QM,Y,Y,1,Switzerland
F,4B4D24,Ventus ct,HB-2173,QN,Y,Y,1,Switzerland
F,DD510A,LS-4,VH-CQN,QN,Y,Y,1,Australia
F,DD9BF0,Janus Ce,F-CGQO,QO,Y,Y,1,France
F,DD0A8E,Libelle Club,F-CEQO,QO,Y,Y,1,France
I,3D1E1A,PA-18 Super Cub,D-EJQO,QO,Y,Y,2,Germany
F,DD5321,Ka-6 cr,VH-GQO,QO,Y,Y,1,Australia
F,C0705F,Cessna 152,C-GQOK,QOK,Y,Y,2,Canada
F,3D0B9F,Grumman AA-5,D-ECQP,QP,Y,Y,2,Germany
F,DDE286,Astir CS-77,OO-ZQP,QP,Y,Y,1,Belgium
F,DDABCC,ASW-20,LV-EKL,QQ,Y,Y,1,Argentina
F,DDFB0E,DR-400,F-GGQQ,QQ,Y,Y,2,France
F,DD95FC,Nimbus 2,D-9977,QQ,Y,Y,1,Germany
F,DDA82A,SZD-55,SP-3852,QQ,Y,Y,1,Poland
I,C81D4D,Duo Discus xl,ZK-GQQ,QQ,Y,Y,1,New Zealand
F,D03285,ASW-20,LV-EKL,QQ,Y,Y,1,Argentina
I,A5F4B0,Duo Discus,N483KS,QQ,Y,Y,1,United States
F,DD51E4,ASG-29E,VH-GQR,QR,Y,Y,1,Australia
F,DDD422,Janus C,F-CPQR,QR,Y,Y,1,France
F,DDDBC1,Libelle Club,F-CEQR,QR,Y,Y,1,France
I,AB2346,Mini Nimbus,N817JS,QRP,Y,Y,1,United States
I,AB2436,Mini Nimbus,N817JS,QRP,Y,Y,1,United States
F,4B51E9,DG-1000,HB-3394,QS,Y,Y,1,Switzerland
F,DF00BF,ASW-24,N321QS,QS,Y,Y,1,United States
F,DDDB8A,Pegase,F-CFQS,QS,Y,Y,1,France
F,DD8E1C,Pegase,F-CFQT,QT,Y,Y,1,France
F,D02C5C,LS-3,LY-GTQ,QT,Y,Y,1,Lithuania
I,A42F2B,JS-3 18M,N369QT,QT,Y,Y,1,United States
F,DF02C2,ASW-20,D-0120,QT,Y,Y,1,Germany
F,DDE5F6,ASW-20,D-0120,QT,Y,Y,1,Germany
F,DDDBAA,Discus,OH-741,QT,Y,Y,1,Unknown
I,C02C2F,Cessna 120,C-FQTA,QTA,Y,Y,2,Canada
F,DDB455,SZD-48-1 Jantar Std 2,VH-CQU,QU,Y,Y,1,Australia
F,3D065C,Aquila A210,D-EAQU,QU,Y,Y,2,Germany
F,484639,Duo Discus t,PH-1287,QV,Y,Y,1,Netherlands
O,294E6C,Ventus 2,CC-PQV,QV,Y,Y,1,Chile
I,C07115,Cessna 120,C-GQVK,QVK,Y,Y,2,Canada
F,CFACCC,Ventus c,CC-PQW,QW,Y,Y,1,Chile
F,DDF91F,Ventus 2,CC-PQW,QW,Y,Y,1,Chile
F,D006F5,JS-3 18M,OK-2506,QX,Y,Y,1,Czech Republic
F,DDDD39,ASH-25,D-KIQX,QX,Y,Y,1,Germany
I,3FF569,WT9 Dynamic,D-MDQX,QX,Y,Y,3,Germany
F,DD862C,SF-25,F-CAQX,QX,Y,Y,1,France
F,D02ADD,ASG-29E,OK-2992,QX,Y,Y,1,Czech Republic
F,DDEA8F,ASG-29E,OK-2992,QX,Y,Y,1,Czech Republic
O,0DA53C,SZD-9 Bocian,LY-GQY,QY,Y,Y,1,Lithuania
F,3F0109,LS-7,D-8306,QY,Y,Y,1,Germany
I,C0716C,PA-28,C-GQYT,QYT,Y,Y,2,Canada
O,073B55,SZD-9 Bocian,LY-GQZ,QZ,Y,Y,1,Lithuania
F,D001D4,ASG-29E,OK-2977,QZ,Y,Y,1,Czech Republic
I,C02CE2,Cessna 150,C-FQZX,QZX,Y,Y,2,Canada
F,DDE299,LS-3,D-3724,R,Y,Y,1,Germany
F,D01D04,JS-3 18M RES,SE-UXR,R,Y,Y,1,Sweden
O,383A11,Ka-6 e,HA-5061,R,Y,Y,1,Hungary
F,A57029,ASW-20,N45EB,R,Y,Y,1,United States
F,DDD84B,Cirrus 18m,D-7127,R,Y,Y,1,Germany
F,DDDD1D,SZD-51 Junior,SP-3439,R,Y,Y,1,Poland
O,F0B424,Alto 912 TG ,OK-TUR02,R02,Y,Y,3,Czech Republic
F,DDA588,Astir CS,F-CEXF,R06,Y,Y,1,France
O,7857BB,Bristell NG5,OK-WAR08,R08,Y,Y,2,Czech Republic
F,DDB183,ASK-21,D-2854,R1,Y,Y,1,Germany
F,DD8733,ASK-21,D-8798,R1,Y,Y,1,Germany
F,DD9579,Discus,OE-5659,R1,Y,Y,1,Austria
F,DF233D,Ventus bT,D-KEEX,R1,Y,Y,1,Germany
F,DD50CB,Duo Discus,G-CJFH,R1,Y,Y,1,United Kingdom
F,4864FE,Libelle Club,PH-1681,R1,Y,Y,1,Netherlands
F,DDBB27,LS-8,D-7940,R1,Y,Y,1,Germany
F,DD5044,DG-300,F-CLEO,R1,Y,Y,1,France
F,DDD357,Cirrus Std,D-0328,R1,Y,Y,1,Germany
F,DDD946,Astir CS,PH-557,R1,Y,Y,1,Netherlands
F,DDB097,Discus,D-0862,R1,Y,Y,1,Germany
F,DDFAFD,Ventus cM,D-KGSW,R1,Y,Y,1,Germany
F,4B4C13,LS-6,HB-1900,R1,Y,Y,1,Switzerland
F,4783BC,ASH-26 E,LN-GCR,R1,Y,Y,1,Norway
F,DDB24C,Discus,OE-5659,R1,Y,Y,1,Austria
F,44036B,Discus,OE-5659,R1,Y,Y,1,Austria
F,D01365,Discus,G-CJLC,R10,Y,Y,1,United Kingdom
F,401321,Ventus 2ct,G-CJYU,R11,Y,Y,1,United Kingdom
F,DDEC93,Ventus 2ct,G-CJYU,R11,Y,Y,1,United Kingdom
F,DDE67A,Astir CS,F-CEXL,R12,Y,Y,1,France
F,404F0E,ASK-21,G-CKJP,R12,Y,Y,1,United Kingdom
O,E6CEA4,Alto 912 TG ,OK-OUR14,R14,Y,Y,3,Czech Republic
F,D00EC4,Ventus ct,F-CIJS,R16,Y,Y,1,France
I,404F0F,ASK-21,G-CKMW,R18,Y,Y,1,United Kingdom
F,DD8F32,ASK-21,G-CKMW,R18,Y,Y,1,United Kingdom
I,405A12,ASK-21,G-CKRW,R19,Y,Y,1,United Kingdom
F,DDD97D,LS-4 W,F-CLFV,R19,Y,Y,1,France
F,DD9C8C,Duo Discus,D-7018,R2,Y,Y,1,Germany
F,35C7CB,Discus 2,D-5539,R2,Y,Y,1,Germany
F,DD4FE7,ASK-21,OY-XKO,R2,Y,Y,1,Denmark
F,DF1205,DG-800,C-GMZZ,R2,Y,Y,1,Canada
I,405432,Duo Discus,G-CKEV,R2,Y,Y,1,United Kingdom
F,F90498,Libelle Club,D-9467,R2,Y,Y,1,Germany
F,DF1645,Ventus,F-CBXN,R2,Y,Y,1,France
F,DDA7B7,Discus 2,D-5539,R2,Y,Y,1,Germany
F,21F6B7,Discus 2,D-5539,R2,Y,Y,1,Germany
F,39903B,Ventus,F-CBXN,R2,Y,Y,1,France
I,4CA4ED,ASH-31 MI,D-KRAR,R2,Y,Y,1,Germany
O,C066FC,DG-800,C-GMZZ,R2,Y,Y,1,Canada
F,40581B,ASK-21,G-CJKO,R20,Y,Y,1,United Kingdom
F,DD84CF,Astir CS-77,F-CEXO,R20,Y,Y,1,France
I,AD48F4,ASK-21,N955TS,R21,Y,Y,1,United States
I,4053CD,ASK-21,G-CJKJ,R21,Y,Y,1,United Kingdom
F,DDF9B2,ASK-21,G-CJKJ,R21,Y,Y,1,United Kingdom
F,DD9875,Astir CS-77,F-CEXN,R22,Y,Y,1,France
F,405C6C,ASK-21,G-DJMC,R22,Y,Y,1,United Kingdom
F,DD5184,ASK-21,G-CJMS,R23,Y,Y,1,United Kingdom
F,DD84D0,Astir Jeans,F-CFTL,R23,Y,Y,1,France
F,DDD329,Astir CS-77,F-CFCI,R25,Y,Y,1,France
F,DDE4FA,Rubik R-26 Gobe,HA-5550,R26,Y,Y,1,Hungary
I,404F10,ASK-21,G-CKGK,R28,Y,Y,1,United Kingdom
F,DDD5EB,HPH 304S Shark,G-CLTA,R2B,Y,Y,1,United Kingdom
F,405319,LS-8 18,G-CJOD,R3,Y,Y,1,United Kingdom
F,405EBB,ASK-13,G-CJSV,R30,Y,Y,1,United Kingdom
F,DD5185,ASK-13,G-CJSV,R30,Y,Y,1,United Kingdom
F,DDD892,Astir Club,F-CEXU,R31,Y,Y,1,France
F,DDD880,Astir Jeans,F-CEXV,R32,Y,Y,1,France
F,40534C,ASK-18,G-CJPO,R32,Y,Y,1,United Kingdom
F,DDA6A3,Astir CS-77,F-CEXX,R33,Y,Y,1,France
F,DDE2A2,ASK-21,G-DERJ,R35,Y,Y,1,United Kingdom
F,405B33,ASK-21,G-DERJ,R35,Y,Y,1,United Kingdom
F,405E09,ASK-18,G-CJMA,R36,Y,Y,1,United Kingdom
F,4067B5,ASK-13,G-CJWJ,R38,Y,Y,1,United Kingdom
F,DDE61D,Astir CS-77,F-CEXT,R38,Y,Y,1,France
F,DDBCA0,Discus,G-CJLP,R39,Y,Y,1,United Kingdom
F,405433,LS-8 18,G-CJLN,R4,Y,Y,1,United Kingdom
F,DD9AB6,Discus,D-5098,R4,Y,Y,1,Germany
F,DDBDAF,LS-8,G-CJLN,R4,Y,Y,1,United Kingdom
I,A6FDFA,Pegase,N55KG,R4,Y,Y,1,United States
F,DDDDAF,LS-1 f,SE-TRH,R4,Y,Y,1,Sweden
F,DD8545,DG-300,D-5566,R4,Y,Y,1,Germany
I,45E1E6,DG-100,OY-XOF,R4,Y,Y,1,Denmark
F,DDE4CF,ASK-13,G-CJRX,R41,Y,Y,1,United Kingdom
I,405BD5,ASK-13,G-CJRX,R41,Y,Y,1,United Kingdom
F,DDB011,Astir Club,F-CFCR,R43,Y,Y,1,France
F,DDD89D,Astir Club,F-CFCU,R46,Y,Y,1,France
F,DDA89A,ASK-18,G-CJKG,R48,Y,Y,1,United Kingdom
I,4053CC,ASK-18,G-CJKG,R48,Y,Y,1,United Kingdom
I,40576D,ASK-18,G-CJMK,R49,Y,Y,1,United Kingdom
F,DDFB13,LS-4 W,D-0486,R5,Y,Y,1,Germany
F,F93054,ASW-15,OK-3985,R5,Y,Y,1,Czech Republic
F,DD92BD,LS-1,HA-4049,R5,Y,Y,1,Hungary
F,DDECCF,ASG-29E,G-DLOE,R5,Y,Y,1,United Kingdom
I,A7629C,LS-3,N575SR,R5,Y,Y,1,United States
F,DDDA3E,Astir CS-77,F-CFIA,R50,Y,Y,1,France
F,4057D6,Discus,G-CJGM,R53,Y,Y,1,United Kingdom
F,4059DF,Discus,G-CJGM,R53,Y,Y,1,United Kingdom
F,DDFDEF,Astir Club,F-CFIG,R56,Y,Y,1,France
I,4058CE,Astir CS,G-DDRW,R57,Y,Y,1,United Kingdom
F,DDE4C5,A380,G-CJPY,R59,Y,Y,1,United Kingdom
F,DDD506,Astir CS-77,F-CFIJ,R59,Y,Y,1,France
I,405153,Discus 2cT,G-SAOC,R6,Y,Y,1,United Kingdom
F,DD044E,Ka-6 e,D-0201,R6,Y,Y,1,Germany
F,DDDDA4,PIK-20 B,D-9109,R6,Y,Y,1,Germany
F,ADF589,ASW-20,N999R,R6,Y,Y,1,United States
F,D01C65,Discus 2cT,G-SAOC,R6,Y,Y,1,United Kingdom
F,DDBBA7,Discus 2cT,G-SAOC,R6,Y,Y,1,United Kingdom
F,DDAC18,Discus,F-CHHS,R6,Y,Y,1,France
F,DDB0A5,Astir Club,F-CFCZ,R60,Y,Y,1,France
F,405375,ASK-13,G-CJMW,R61,Y,Y,1,United Kingdom
F,405E9C,Astir CS,G-CJML,R63,Y,Y,1,United Kingdom
F,DDD4AD,Astir Club,F-CFMC,R63,Y,Y,1,France
F,4065B1,Astir CS,G-CJBZ,R66,Y,Y,1,United Kingdom
F,DDAF35,Astir Club,F-CFMF,R66,Y,Y,1,France
F,DD4F7E,Astir CS-77,G-CJON,R67,Y,Y,1,United Kingdom
F,D0157B,Astir Club,F-CFMG,R67,Y,Y,1,France
F,DD86FA,Astir Club,F-CFMI,R69,Y,Y,1,France
F,DD9CC4,Astir Club,F-CFMI,R69,Y,Y,1,France
F,A70B69,JS-3 18M RES,N553JS,R7,Y,Y,1,United States
F,DDF9A4,ASK-13,G-CJKT,R7,Y,Y,1,United Kingdom
F,DDD88D,Astir CS,F-CFIL,R71,Y,Y,1,France
F,DD963C,Astir CS,D-1567,R74,Y,Y,1,Germany
F,DDD95E,Astir CS-77,F-CFIQ,R76,Y,Y,1,France
I,4055E5,Astir CS,G-CJSD,R77,Y,Y,1,United Kingdom
I,40593B,Discus,G-CHEE,R8,Y,Y,1,United Kingdom
F,D01855,LS-3,SE-TRM,R8,Y,Y,1,Sweden
I,3E7F52,DG-400,D-KNKK,R8,Y,Y,1,Germany
F,D02900,LS-8 st,D-KJFJ,R8,Y,Y,1,Germany
F,DD5227,DG-400,D-KNKK,R8,Y,Y,1,Germany
F,DDB0CD,LS-4,D-8649,R9,Y,Y,1,Germany
F,DDEE23,LS-3,OK-2255,R9,Y,Y,1,Czech Republic
F,DD9A39,ASW-15,F-CORA,RA,Y,Y,1,France
F,DDA6CB,Discus,D-8071,RA,Y,Y,1,Germany
F,DDBE98,DR-250,D-EDRA,RA,Y,Y,2,Germany
F,DDFB03,Duo Discus,D-5776,RA,Y,Y,1,Germany
I,3E62F2,Grob G109,D-KCRA,RA,Y,Y,1,Germany
F,DDFDCD,Ventus 2cxM,D-KALM,RA,Y,Y,1,Germany
F,DDE9F9,Arcus E,OH-998,RA,Y,Y,1,Unknown
F,DD947D,Cirrus Std,D-4216,RA,Y,Y,1,Germany
F,000229,Ventus 2t,OY-XPH,RA,Y,Y,1,Denmark
F,DDDC69,DG-300,F-CIRA,RA,Y,Y,1,France
F,D00387,ASG-29E,D-KORA,RA,Y,Y,1,Germany
O,CFC881,Cirrus Std,D-DASSU,RA,Y,Y,1,Germany
F,4B520F,DG-1000,HB-3432,RA,Y,Y,1,Switzerland
F,3EF92D,Discus 2,D-6294,RA,Y,Y,1,Germany
F,DDC24D,ASK-21,LN-GRA,RA,Y,Y,1,Norway
I,3E5DAA,SF-25,D-KARA,RA,Y,Y,1,Germany
I,3E756E,Ventus ct,D-KJRA,RA,Y,Y,1,Germany
I,41FDFC,SF-25,D-KARA,RA,Y,Y,1,Germany
F,DDFA8C,Ka-6 e,F-CDRA,RA,Y,Y,1,France
F,DDB0BA,DG-1000,F-CJRA,RA,Y,Y,1,France
I,45E241,SZD-50 Puchacz,OY-XRA,RA,Y,Y,1,Denmark
F,DF0C4A,Janus A,OK-7848,RA,Y,Y,1,Czech Republic
I,45E208,Ventus 2ct,OY-XPH,RA,Y,Y,1,Denmark
I,406F2F,ASG-29E,G-CLRA,RA1,Y,Y,1,United Kingdom
I,C02CE5,Cessna 172,C-FRAA,RAA,Y,Y,2,Canada
F,D006D6,EB 29 D,D-KXAC,RAC,Y,Y,1,Germany
I,505DC6,TB-9 Tampico,OM-RAC,RAC,Y,Y,2,Slovakia
F,DD0C1D,EC 135,ZM-525,RAF,Y,Y,4,New Zealand
F,DD0C51,EC 135,ZM-531,RAF,Y,Y,4,New Zealand
F,DD0C27,EC 135,ZM-530,RAF,Y,Y,4,New Zealand
F,DD0C25,EC 135,ZM-527,RAF,Y,Y,4,New Zealand
F,DD0C22,EC 135,ZM-513,RAF,Y,Y,4,New Zealand
F,DD055A,BK 117,ZM-502,RAF,Y,Y,4,New Zealand
F,DD0560,EC 135,ZM-504,RAF,Y,Y,4,New Zealand
F,DD0A1A,EC 135,ZM-512,RAF,Y,Y,4,New Zealand
F,DD0935,BK 117,ZM-501,RAF,Y,Y,4,New Zealand
F,DD0933,BK 117,ZM-517,RAF,Y,Y,4,New Zealand
F,DD0C1C,EC 135,ZM-523,RAF,Y,Y,4,New Zealand
F,DD0C1A,EC 135,ZM-524,RAF,Y,Y,4,New Zealand
F,DD0561,EC 135,ZM-505,RAF,Y,Y,4,New Zealand
F,DD9F9C,Ventus 2cxM,LV-RANA,RAN,Y,Y,1,Argentina
I,C02CF6,Cessna 172,C-FRAR,RAR,Y,Y,2,Canada
F,DDFD49,SZD-55,SP-4041,RAW,Y,Y,1,Poland
F,AB7A13,HPH 304CZ-17,N839CZ,RB,Y,Y,1,United States
I,45CB02,SZD-51 Junior,OY-RXB,RB,Y,Y,1,Denmark
F,DDA2B6,LS-4,D-0211,RB,Y,Y,1,Germany
F,DDEE35,Ventus 2cxT,D-KKRG,RB,Y,Y,1,Germany
F,4B4EC1,Arcus T,HB-2586,RB,Y,Y,1,Switzerland
F,DD94BE,LS-4,D-4018,RB,Y,Y,1,Germany
F,DDDEE7,ASW-24,D-0396,RB,Y,Y,1,Germany
I,48D20A,miniLAK FES,SP-4209,RB,Y,Y,1,Poland
F,D0039F,ASH-31 MI,D-KPRB,RB,Y,Y,1,Germany
F,DDC496,Nimbus 3,F-CARB,RB,Y,Y,1,France
F,DD918D,SZD-51 Junior,OH-798,RB,Y,Y,1,Unknown
I,4A6C3F,LAK-17 C FES,YR-1183,RB,Y,Y,1,Romania
I,484A9B,PIK-20 D,PH-1419,RB,Y,Y,1,Netherlands
F,DDB18A,SF-34,F-CIHY,RB,Y,Y,1,France
I,3E7818,Ventus 2cxT,D-KKRG,RB,Y,Y,1,Germany
O,6ACC15,Twin Astir I,OK-5707,RB,Y,Y,1,Czech Republic
F,3E72CB,EB 28,D-KIRB,RB,Y,Y,1,Germany
F,DDBCCC,Ventus 2ct,G-RBCT,RB,Y,Y,1,United Kingdom
F,DDE9B6,Arcus M,D-KRHH,RB,Y,Y,1,Germany
F,D0018C,Pegase,LV-EKN,RB,Y,Y,1,Argentina
F,DF0B90,ASG-29E,D-KCRB,RB,Y,Y,1,Germany
F,48D17B,Astir CS,SP-4160,RBA,Y,Y,1,Poland
F,1107D8,ASH-25 MI,HB-2351,RC,Y,Y,1,Switzerland
F,DDC3BF,DG-1000,F-CVDL,RC,Y,Y,1,France
F,DDACBC,LS-4,D-0441,RC,Y,Y,1,Germany
F,DD519C,Ultralight Glider,D-G5077,RC,Y,Y,1,Germany
F,C81648,Discus,ZK-GRC,RC,Y,Y,1,New Zealand
F,D003AE,ASH-30,F-CJRC,RC,Y,Y,1,France
F,DDBDA8,ASH-25,G-SINK,RC,Y,Y,1,United Kingdom
F,111913,Drone/UAV,G-LIDER,RC,Y,Y,5,United Kingdom
F,DDD845,ASW-28,OK-7728,RC,Y,Y,1,Czech Republic
F,DD8E39,Duo Discus,D-4799,RC,Y,Y,1,Germany
F,DD8ECD,DG-1000,F-CJAQ,RC,Y,Y,1,France
F,DDB08C,Ka-8,F-CIRC,RC,Y,Y,1,France
F,DD92FF,DG-500,SP-4119,RC,Y,Y,1,Poland
F,A2A4DA,ASW-27,N27HH,RC,Y,Y,1,United States
F,405302,ASH-25,G-SINK,RC,Y,Y,1,United Kingdom
F,DDA670,LS-4,D-5743,RC,Y,Y,1,Germany
F,4B4C3B,ASH-25,HB-1940,RC,Y,Y,1,Switzerland
I,3E6050,ASH-31 MI,D-KBRC,RC,Y,Y,1,Germany
I,397D5B,ASH-30,F-CJRC,RC,Y,Y,1,France
F,DDBD19,Ventus c,F-CHRC,RC,Y,Y,1,France
F,D00588,LS-4,D-0441,RC,Y,Y,1,Germany
O,197201,Drone/UAV,RC-HB0,RC0,Y,Y,5,Unknown
O,197207,Drone/UAV,RC-HB1,RC1,Y,Y,5,Unknown
F,DD8DA0,SF-34,D-KOSL,RC2,Y,Y,1,Germany
F,21B5F4,Drone/UAV,RC-HB2,RC2,Y,Y,5,Unknown
O,197202,Drone/UAV,RC-HB2,RC2,Y,Y,5,Unknown
F,FDB5F4,Drone/UAV,RC-HB3,RC3,Y,Y,5,Unknown
F,FD3F05,Drone/UAV,RC-HB4,RC4,Y,Y,5,Unknown
F,FD067E,Drone/UAV,RC-HB5,RC5,Y,Y,5,Unknown
F,FDA48B,Drone/UAV,RC-HB6,RC6,Y,Y,5,Unknown
F,FD7894,Drone/UAV,RC-HB7,RC7,Y,Y,5,Unknown
O,013020,ASW-19,OK-4028,RCE,Y,Y,1,Czech Republic
I,4B2D1F,Pilatus P3,HB-RCH,RCH,Y,Y,2,Switzerland
I,C071D4,Cirrus SR20,C-GRCT,RCT,Y,Y,2,Canada
F,DE0501,DG-505,C-GRCW,RCW,Y,Y,1,Canada
F,DDE2BB,DG-400,OK-0404,RD,Y,Y,1,Czech Republic
F,C071DA,ASW-20,C-GRCZ,RD,Y,Y,1,Canada
F,DF028C,Duo Discus xl,D-5771,RD,Y,Y,1,Germany
F,DF1656,Duo Discus xl,D-9204,RD,Y,Y,1,Germany
F,DD8D63,Ventus 2cxT,F-CIRD,RD,Y,Y,1,France
F,DDBB9E,PIK-20 D,D-7551,RD,Y,Y,1,Germany
F,DDD606,ASW-28 18,SE-URD,RD,Y,Y,1,Sweden
F,4AD644,ASW-28 18,SE-URD,RD,Y,Y,1,Sweden
F,D00136,SZD-48 Jantar Std 2,HA-4474,RD,Y,Y,1,Hungary
F,DDE62F,SF-25,F-CARD,RD,Y,Y,1,France
F,484E83,Cirrus Std,PH-1396,RD,Y,Y,1,Netherlands
F,DDA9FD,SZD-55,D-4860,RD,Y,Y,1,Germany
I,A31E74,LS-4,N30RD,RD,Y,Y,1,United States
I,A02B55,Libelle Std,N11RD,RD1,Y,Y,1,United States
F,8BED5C,SGS 2-33A,N5826V,RDE,Y,Y,1,United States
F,3EC92D,Duo Discus xlt,D-KRDL,RDL,Y,Y,1,Germany
F,DF1313,Discus 2c,D-5772,RE,Y,Y,1,Germany
F,DDEDC0,Ventus,HB-1810,RE,Y,Y,1,Switzerland
F,E3CFDA,Arcus T,D-KTRE,RE,Y,Y,1,Germany
F,DDDC20,SZD-48-1 Jantar Std 2,D-4299,RE,Y,Y,1,Germany
F,DD9957,LS-4,D-7788,RE,Y,Y,1,Germany
F,FF8D91,SZD-48-1 Jantar Std 2,D-4299,RE,Y,Y,1,Germany
F,3EED7F,HPH 304C,D-3304,RE,Y,Y,1,Germany
I,A4D343,Discus,N41RE,RE,Y,Y,1,United States
I,A250F6,SGS 2-33A,N2486W,RED,Y,Y,1,United States
F,569C88,SGS 2-33A,N2486W,RED,Y,Y,1,United States
F,484C43,Ka-6 cr,PH-318,RED,Y,Y,1,Netherlands
F,405272,Grob G109,G-LREE,REE,Y,Y,1,United Kingdom
F,DD9382,HK36 Super Dimona,D-KRES,RES,Y,Y,1,Germany
F,3EC94E,HK36 Super Dimona,D-KRES,RES,Y,Y,1,Germany
F,DDF07B,DG-1000 T,PH-1355,RET,Y,Y,1,Netherlands
F,DDFE0D,Cirrus Std,OK-3907,REX,Y,Y,1,Czech Republic
F,3ED218,Duo Discus xlt,D-KUNG,REX,Y,Y,1,Germany
F,DDB224,ASW-20,D-6518,RF,Y,Y,1,Germany
F,602EF4,Astir CS,D-1705,RF,Y,Y,1,Germany
F,DF20E0,ASW-24 E,D-KBMM,RF,Y,Y,1,Germany
F,3E7DA0,Twin Shark,D-KMTS,RF,Y,Y,1,Germany
F,DDA8E5,LS-4,D-4238,RF,Y,Y,1,Germany
F,DF0F73,ASG-29,N27CU,RF,Y,Y,1,United States
F,DDFDF8,SF-25,D-KARF,RF,Y,Y,1,Germany
F,3E66D6,DG-800,D-KEDI,RF,Y,Y,1,Germany
I,A2A468,ASG-29,N27CU,RF,Y,Y,1,United States
F,D00581,LS-4,LV-EOD,RF,Y,Y,1,Argentina
F,DDEE04,DG-1000,D-KSRF,RF,Y,Y,1,Germany
F,3D0667,DR-400,D-EARF,RF,Y,Y,2,Germany
I,7C67A9,JS-3 18M RES,VH-URF,RF,Y,Y,1,Australia
F,D01C79,DG-400,HB-2167,RF,Y,Y,1,Switzerland
F,DD926B,Astir CS,D-1705,RF,Y,Y,1,Germany
F,C01ECC,PIK-20 B,C-FLRF,RF,Y,Y,1,Canada
F,38BCDB,Pegase,F-CFRF,RF,Y,Y,1,France
F,DDACCA,Discus,D-5770,RF,Y,Y,1,Germany
F,DDDFC1,Duo Discus xlt,D-KMRF,RF,Y,Y,1,Germany
F,DDA309,Nimbus 3,D-KERF,RF,Y,Y,1,Germany
I,46594E,RF 4,OH-382,RF4,Y,Y,1,Unknown
I,484866,RF 5 b,PH-912,RF5,Y,Y,1,Netherlands
O,C9E624,RF 5 b,HA-1086,RF5,Y,Y,1,Hungary
F,DF23BE,RF 5,D-KLAM,RF5,Y,Y,1,Germany
F,3E7908,RF 5,D-KLAM,RF5,Y,Y,1,Germany
I,3E7059,LS-8e,D-KHSZ,RF6,Y,Y,1,Germany
I,C07215,Cessna 120,C-GRFG,RFG,Y,Y,2,Canada
I,C07219,Cessna 172,C-GRFK,RFK,Y,Y,2,Canada
I,4B448A,Robinson R44,HB-ZYW,RFU,Y,Y,4,Switzerland
I,4B3F31,Robinson R44,HB-XYF,RFU,Y,Y,4,Switzerland
I,4B4485,Robinson R44,HB-ZYR,RFU,Y,Y,4,Switzerland
I,4B422A,MD 500,HB-ZBM,RFU,Y,Y,4,Switzerland
F,DD83E0,MD 500,HB-ZTI,RFU,Y,Y,4,Switzerland
I,4B4347,AS 350,HB-ZML,RFU,Y,Y,4,Switzerland
F,DDFB49,Robinson R66,HB-ZSF,RFU,Y,Y,4,Switzerland
I,4B4441,EC 120,HB-ZWB,RFU,Y,Y,4,Switzerland
I,4B43DD,Robinson R66,HB-ZSF,RFU,Y,Y,4,Switzerland
I,4B43E9,HU 369,HB-ZSR,RFU,Y,Y,4,Switzerland
I,4B43FA,MD 500,HB-ZTI,RFU,Y,Y,4,Switzerland
I,4B441D,Robinson R66,HB-ZUR,RFU,Y,Y,4,Switzerland
I,4B4451,Bell 206,HB-ZWR,RFU,Y,Y,4,Switzerland
I,4B44A7,AS 350,HB-ZZZ,RFU,Y,Y,4,Switzerland
I,C07225,Cessna 172,C-GRFW,RFW,Y,Y,2,Canada
I,40725C,LAK-17 AT,G-PORG,RG,Y,Y,1,United Kingdom
F,DF10EE,Socata Rallye 235CA-M,D-EDRG,RG,Y,Y,2,Germany
F,DDDB5D,ASK-21,F-CJRG,RG,Y,Y,1,France
F,D00B79,Twin Shark,D-KDRG,RG,Y,Y,1,Germany
F,DDDC4F,Pegase,F-CFRG,RG,Y,Y,1,France
I,3EDA6C,Twin Shark,D-KXRG,RG,Y,Y,1,Germany
F,DDEC75,LS-4,LV-EPB,RG,Y,Y,1,Argentina
F,DE01F0,Duo Discus t,D-KSLQ,RG,Y,Y,1,Germany
F,D01867,SZD-48-3 Jantar Std 3,LY-BCJ,RG,Y,Y,1,Lithuania
F,DDE623,PA-18 Super Cub,G-ATRG,RG,Y,Y,2,United Kingdom
F,D00A12,DG-808 B,D-KERG,RG,Y,Y,1,Germany
I,7C20CA,Ventus bT,VH-GRG,RG,Y,Y,1,Australia
F,DD10E6,LS-1 f,SE-TRG,RG,Y,Y,1,Sweden
F,3EE983,ASW-22,D-2284,RG,Y,Y,1,Germany
F,E00A12,DG-808 B,D-KERG,RG,Y,Y,1,Germany
F,38BB3B,Ventus 3F,F-CPRG,RG,Y,Y,1,France
F,D002A6,ASW-19,D-2643,RG,Y,Y,1,Germany
F,9DC594,LS-4,LV-EPB,RG,Y,Y,1,Argentina
I,4B43C2,BK 117,HB-ZRE,RGA,Y,Y,4,Switzerland
I,4B43C7,AS 350,HB-ZRJ,RGA,Y,Y,4,Switzerland
I,4B43C0,BK 117,HB-ZRC,RGA,Y,Y,4,Switzerland
I,4B43BF,BK 117,HB-ZRB,RGA,Y,Y,4,Switzerland
